age,gender,degree,born_US,Family_income,nation_education,nation_race,nation_arms,nation_welfare,Assistance_to_the_poor,Assistance_to_other_countries,social_security,pres16,tax,Immigration,race
65,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,white
74,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
40,Male,Bachelors,Yes,"$170,000 or over",Too little,Too little,Too much,About right,NA,NA,Too little,Other,NA,Agree,white
55,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
86,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
74,Male,High School,Yes,"$170,000 or over",NA,NA,NA,NA,Too much,Too much,About right,Trump,1,Neither,white
48,Female,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
79,Male,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too little,About right,About right,NA,NA,About right,Trump,2,Agree,white
65,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
70,Male,High School,Yes,"$10,000 ~ $19,999",Too little,Too little,About right,About right,NA,NA,About right,Clinton,2,Neither,white
81,Female,High School,Yes,"$20,000 ~ $39,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,1,NA,white
73,Male,Bachelors,Yes,"$170,000 or over",Too little,About right,Too little,Too much,NA,NA,Too little,Trump,NA,Neither,asian
74,Male,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Disagree,white
27,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,Too much,Clinton,2,NA,white
31,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,NA,Neither,white
49,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,1,Neither,white
41,Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too little,Too little,Other,2,Strongly disagree,white
67,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
43,Female,Graduate,Yes,"$170,000 or over",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,2,Disagree,asian
NA,Female,Associate College,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,2,Strongly disagree,white
83,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,Disagree,white
51,Female,Graduate,Yes,"$60,000 ~ $89,999",Too much,Too little,Too much,Too much,NA,NA,About right,Clinton,NA,Agree,white
79,Male,Associate College,Yes,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,2,NA,white
69,Male,Bachelors,Yes,"$40,000 ~ $59,999",Too little,About right,Too much,Too little,NA,NA,About right,Other,2,Agree,white
68,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,2,NA,white
64,Female,High School,Yes,NA,NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Agree,white
80,Female,Less than high school,Yes,NA,NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
75,Male,High School,Yes,"$60,000 ~ $89,999",Too little,Too much,Too much,About right,NA,NA,About right,Trump,1,Neither,white
75,Female,Bachelors,Yes,"$170,000 or over",Too little,About right,About right,About right,NA,NA,About right,Trump,NA,Agree,white
NA,Male,High School,Yes,NA,Too much,Too much,About right,Too much,NA,NA,About right,Trump,NA,Strongly agree,white
42,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
NA,NA,High School,Yes,"$90,000 ~ $129,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,NA,white
46,Female,Less than high school,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,NA,NA,black
64,Female,Bachelors,No,"$90,000 ~ $129,999",Too little,Too much,Too little,Too much,NA,NA,About right,Trump,1,Agree,other
45,Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,Too much,About right,NA,NA,Too little,Clinton,2,Disagree,other
67,Female,High School,Yes,"$40,000 ~ $59,999",Too little,About right,Too much,About right,NA,NA,Too little,Clinton,2,NA,white
77,Male,High School,Yes,"$40,000 ~ $59,999",About right,About right,About right,Too much,NA,NA,Too little,Trump,2,NA,white
83,Male,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,2,Agree,white
79,Male,Graduate,No,"$170,000 or over",About right,About right,About right,About right,NA,NA,About right,Clinton,2,NA,asian
NA,Male,High School,Yes,"$20,000 ~ $39,999",Too much,About right,Too little,About right,NA,NA,About right,Trump,NA,Agree,white
31,Female,Bachelors,No,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Strongly disagree,white
63,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Clinton,1,NA,black
55,Female,Less than high school,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,NA,white
43,Male,High School,Yes,"$60,000 ~ $89,999",About right,Too much,About right,Too much,NA,NA,Too little,Trump,1,Strongly agree,white
67,Female,Bachelors,Yes,"$130,000 ~ $169,999",Too little,About right,Too much,Too little,NA,NA,About right,Clinton,NA,Disagree,white
71,Male,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,2,Agree,white
28,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,About right,Other,NA,Disagree,other
NA,Male,Bachelors,Yes,NA,NA,NA,NA,NA,About right,Too much,Too little,Clinton,NA,NA,white
57,Male,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Neither,black
54,Male,High School,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
68,Female,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,other
48,Other,High School,Yes,"$40,000 ~ $59,999",Too little,About right,About right,Too little,NA,NA,Too little,Clinton,1,Agree,white
44,Female,Associate College,Yes,"Under $10,000",Too little,About right,Too much,Too little,NA,NA,Too little,Did not vote,NA,Neither,white
57,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,2,Agree,white
62,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,NA,Agree,black
49,Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,Disagree,black
70,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
86,Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Trump,NA,NA,white
55,Female,High School,Yes,"$10,000 ~ $19,999",Too little,Too much,About right,Too little,NA,NA,Too little,Trump,1,Strongly agree,white
76,Male,High School,Yes,Refused,Too little,About right,About right,About right,NA,NA,Too little,Clinton,2,NA,white
49,Female,Associate College,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
56,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Agree,white
48,Male,High School,Yes,"$40,000 ~ $59,999",About right,About right,Too much,About right,NA,NA,About right,Clinton,2,Disagree,white
60,Female,High School,Yes,"$90,000 ~ $129,999",Too little,Too much,Too little,Too much,NA,NA,Too little,Trump,NA,Strongly agree,white
45,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,2,NA,white
NA,NA,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,NA,white
56,Male,High School,Yes,"$90,000 ~ $129,999",Too much,Too much,Too little,Too much,NA,NA,Too little,Trump,1,NA,white
25,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,About right,Did not vote,1,NA,hispanic
49,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,Disagree,black
33,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Neither,black
42,Female,Less than high school,Yes,"Under $10,000",Too little,About right,Too much,Too much,NA,NA,Too little,Trump,3,NA,white
69,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
75,Female,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,About right,About right,NA,NA,About right,Other,NA,Disagree,white
56,Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,white
69,Male,Graduate,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Did not vote,2,Disagree,white
58,Female,Bachelors,Yes,NA,NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,white
62,Male,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,Too much,About right,Clinton,NA,NA,white
63,Female,Associate College,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,3,Disagree,white
NA,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,white
75,Female,High School,Yes,"$20,000 ~ $39,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,2,NA,white
42,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,About right,Trump,2,NA,white
46,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,white
43,Female,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too much,About right,NA,NA,About right,Clinton,NA,Neither,white
53,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too little,About right,NA,NA,About right,Trump,NA,Strongly agree,white
74,Male,Graduate,No,NA,NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Strongly disagree,white
69,Female,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too much,Too much,Too little,Trump,1,NA,white
74,Male,Bachelors,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,About right,About right,Clinton,3,Disagree,white
46,Female,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,NA,Neither,white
44,Female,Graduate,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,About right,Clinton,1,Neither,white
56,Female,Associate College,Yes,"$170,000 or over",About right,Too little,About right,About right,NA,NA,About right,Trump,1,Neither,white
41,Male,Graduate,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,Too little,NA,NA,About right,Clinton,NA,Neither,white
70,Male,Graduate,Yes,"$60,000 ~ $89,999",About right,Too little,About right,Too little,NA,NA,Too little,Clinton,NA,Agree,white
66,Female,High School,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too much,NA,NA,Too little,Trump,NA,Neither,white
40,Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,2,Strongly disagree,white
53,Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,About right,Trump,NA,NA,white
57,Male,Bachelors,Yes,NA,Too little,About right,Too much,About right,NA,NA,About right,Trump,NA,NA,white
77,Female,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,2,Agree,white
53,Male,Bachelors,Yes,"$170,000 or over",Too much,Too much,About right,Too much,NA,NA,About right,Trump,NA,Strongly agree,white
59,Female,High School,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
42,Male,Bachelors,No,"$170,000 or over",Too little,About right,About right,About right,NA,NA,About right,Clinton,NA,Agree,white
39,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
66,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,About right,Too little,Clinton,1,Neither,white
NA,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
62,Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,About right,Clinton,NA,NA,black
23,Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,white
65,Female,High School,No,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,black
50,Female,Associate College,Yes,NA,Too little,About right,Too little,Too much,NA,NA,Too little,Trump,1,Agree,white
NA,NA,Bachelors,Yes,Refused,About right,About right,Too much,About right,NA,NA,About right,Other,2,NA,other
52,Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Other,1,Disagree,white
57,Male,Graduate,Yes,"$170,000 or over",NA,NA,NA,NA,Too little,About right,About right,Clinton,2,Disagree,white
24,Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,Strongly disagree,white
NA,Male,High School,Yes,NA,NA,NA,NA,NA,About right,Too much,Too much,Trump,1,NA,white
70,Male,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,About right,Trump,NA,NA,white
65,Female,Bachelors,No,"$170,000 or over",NA,NA,NA,NA,Too little,About right,Too little,Clinton,1,NA,white
49,Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,About right,Too little,Trump,1,Neither,other
26,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,About right,About right,Trump,1,NA,white
34,Female,Graduate,Yes,"$60,000 ~ $89,999",About right,About right,About right,About right,NA,NA,Too much,Trump,1,Neither,white
52,Male,Less than high school,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,Strongly agree,white
NA,NA,Bachelors,NA,NA,NA,NA,NA,NA,About right,Too much,Too much,Did not vote,NA,NA,NA
65,NA,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,white
62,Male,High School,Yes,"$90,000 ~ $129,999",Too much,Too much,About right,Too much,NA,NA,Too much,Trump,1,NA,white
41,Male,Bachelors,Yes,"$60,000 ~ $89,999",Too little,Too little,Too much,Too little,NA,NA,About right,Clinton,NA,Disagree,white
43,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,About right,Too much,Too little,Clinton,1,NA,hispanic
64,Male,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,About right,NA,NA,Too little,Clinton,1,NA,white
35,Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,white
57,Female,High School,No,"$60,000 ~ $89,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,1,NA,black
30,Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,NA,white
30,Male,Bachelors,Yes,"$170,000 or over",Too much,Too much,About right,Too much,NA,NA,Too much,Trump,1,Neither,white
38,Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,2,NA,white
63,Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,NA,Disagree,white
28,Male,Graduate,Yes,"$20,000 ~ $39,999",NA,NA,NA,NA,Too little,Too little,Too little,Clinton,NA,NA,white
59,Female,High School,Yes,"Under $10,000",Too little,Too little,Too much,About right,NA,NA,Too little,Clinton,3,NA,hispanic
61,Male,Graduate,Yes,NA,NA,NA,NA,NA,About right,Too much,About right,Clinton,NA,NA,white
54,Female,Bachelors,No,"$170,000 or over",Too little,Too little,About right,Too little,NA,NA,Too little,Clinton,2,NA,white
71,Male,High School,Yes,"$60,000 ~ $89,999",About right,Too much,Too little,Too much,NA,NA,About right,Trump,2,Neither,white
41,Female,Graduate,Yes,"$90,000 ~ $129,999",Too little,Too little,About right,Too much,NA,NA,Too little,Clinton,1,NA,black
61,Female,Graduate,Yes,"$170,000 or over",Too much,About right,About right,About right,NA,NA,About right,Clinton,1,Neither,white
71,Female,High School,Yes,"$130,000 ~ $169,999",About right,About right,Too little,Too much,NA,NA,About right,Trump,NA,Strongly agree,white
60,Male,High School,Yes,"$60,000 ~ $89,999",Too little,About right,Too little,Too little,NA,NA,Too little,Clinton,2,NA,white
NA,Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too little,About right,Clinton,2,NA,white
NA,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,About right,Too much,Other,1,NA,asian
56,Female,Associate College,Yes,"$90,000 ~ $129,999",Too much,Too much,Too little,Too much,NA,NA,About right,Trump,1,NA,white
NA,Male,High School,Yes,"Under $10,000",NA,NA,NA,NA,Too much,Too much,Too little,Trump,NA,NA,white
54,Female,High School,Yes,"$170,000 or over",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,NA,other
42,Female,High School,Yes,"$60,000 ~ $89,999",Too little,Too little,About right,About right,NA,NA,Too little,Clinton,NA,Strongly disagree,white
74,Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,NA,NA,asian
68,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,Too much,Too much,Too little,Clinton,1,Strongly agree,white
41,Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,Too little,Too much,Too little,NA,NA,Too little,Clinton,2,NA,white
29,Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too much,Too much,About right,Trump,NA,NA,white
34,Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,NA,NA,Too much,Too much,About right,Clinton,2,NA,hispanic
55,Female,High School,Yes,"$40,000 ~ $59,999",NA,Too little,About right,About right,NA,NA,Too little,Trump,NA,Neither,white
86,Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,About right,Too little,Clinton,NA,NA,white
56,Male,Bachelors,Yes,NA,NA,NA,NA,NA,About right,Too much,About right,Trump,1,NA,white
36,Male,Bachelors,No,"$90,000 ~ $129,999",Too little,Too little,Too much,About right,NA,NA,About right,Other,1,NA,white
83,Male,Graduate,Yes,"$20,000 ~ $39,999",Too little,About right,About right,Too little,NA,NA,About right,Trump,NA,Disagree,white
71,Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,Too little,Trump,1,Strongly agree,white
55,Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,NA,NA,Too little,Too much,Too little,Clinton,NA,NA,white
59,Male,High School,Yes,"$130,000 ~ $169,999",NA,NA,NA,NA,Too little,Too much,Too little,Trump,NA,NA,white
76,Male,Less than high school,Yes,NA,NA,NA,NA,NA,Too little,Too much,Too little,Trump,1,NA,white
NA,Female,Bachelors,Yes,"$10,000 ~ $19,999",NA,NA,NA,NA,Too little,Too much,About right,Trump,NA,NA,white
52,Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,NA,NA,About right,Too much,About right,Clinton,1,Strongly agree,white
